#####################################################################
# Alchemist log file - simulation started at: 2025-02-13T16:41+0000 #
#####################################################################
#
# seed = 3.0, nodes = 10.0, isBaseline = false, deploymentStrategy = heuristic, pueApplication = 1.2, pueInfrastructural = 1.3, availableHwApplication = 8, availableHwInfrastructural = 20
#
# The columns have the following meaning: 
# time Carbon[mean] Energy[mean] InterLatency[min] InterLatency[max] InterLatency[mean] InterLatency[variance] IntraLatency[min] IntraLatency[max] IntraLatency[mean] IntraLatency[variance] ExecutionTime[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2.5168644944101743E-5 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.0000251686449424 1.7745176450081703 2.3999999999999995 21.4053590551121 36.31928588655503 28.66348535608313 31.414890348869246 0.0 5.6531194690088995 0.9618587431844103 4.270108164084101 1.1442298E7
2.000025168644939 1.7745176450081703 2.3999999999999995 21.374751297690224 39.795371456042325 30.153119319913696 39.19097658158677 0.0 10.991290461560073 5.315997138584146 8.824473171605343 1.1442298E7
3.0000251686449353 2.2528738852765766 2.3999999999999995 23.01585575347464 39.139258662783966 29.853888803414318 30.93863278301349 0.0 10.998604542314668 5.046225247091404 9.366093496181044 1.1442298E7
4.000025168644932 2.2528738852765766 2.3999999999999995 21.861837875411126 40.45685462551814 28.878704538746526 35.56358766219179 0.0 10.487492073038826 4.8851301748033285 9.45858132652123 1.1442298E7
5.000025168644928 2.021656749060935 2.3999999999999995 21.950303143383522 42.7837061542365 29.21416649299355 37.881167851929725 0.0 10.529459189122042 4.902078804445713 10.023683468072477 1.1442298E7
6.000025168644925 2.021656749060935 2.3999999999999995 21.842188705820135 42.881170436191425 29.10238981333435 32.012682372674035 0.0 10.863854261917998 4.896547158369444 11.071121110835238 1.1442298E7
7.000025168644921 1.8792255016803374 2.3999999999999995 22.983867604537068 46.234894127736645 30.158822307329373 42.612032373703684 0.0 11.408701073153862 5.05838506085944 13.118052789318906 1.1442298E7
8.000025168644918 1.8792255016803374 2.3999999999999995 23.446303125579178 49.150130326469494 32.03732373920967 50.49034902499482 0.0 11.84645231845135 5.233098284286742 15.615398677572927 1.1442298E7
9.000025168644914 1.9368945774561355 2.3999999999999995 22.88732502809896 45.26953098957889 31.06507174748675 40.914755288941166 0.0 11.658919374682537 5.421064161470631 13.507129185689998 1.1442298E7
10.00002516864491 1.9368945774561355 2.3999999999999995 22.2718731481128 43.23996496579003 30.941359514805654 42.70491534720042 0.0 10.768917690532518 5.470266073492608 12.070813547702961 1.1442298E7
11.000025168644907 1.8471633466769695 2.3999999999999995 22.05524982436715 44.40870102092317 30.538843505951004 45.904811321138226 0.0 11.429827249192234 5.764011574145185 12.784972075160033 1.1442298E7
12.000025168644903 1.8471633466769695 2.3999999999999995 21.733552568465473 48.92512100094815 31.344612821803175 58.80392873219471 0.0 12.30657694618175 5.8903872511896855 15.44782234296585 1.1442298E7
13.0000251686449 1.873249504234043 2.3999999999999995 23.47534992709377 48.45613277574008 31.62288464355863 52.890137878984326 0.0 12.412305892046742 5.974570760988457 15.29085029353331 1.1442298E7
14.000025168644896 1.873249504234043 2.3999999999999995 23.949300318751263 49.444686949334816 31.85699715968079 63.02292115122475 0.0 13.295415302735183 6.118398696585746 19.940747218232445 1.1442298E7
